comment,facility,lecturer,others,training_program
chấm quá gắt .,0,1,0,0
bài tập về nhà khá khó .,0,0,0,1
môn học cần có một lượng bài tập lớn và người học muốn hiểu được vấn đề thì cần làm nhiều bài tập vì thế môn học cần có thời gian làm bài tập sau mỗi phần để có thể ôn lại những gì đã học trong các tuần trước .,0,0,0,1
chất lượng môn học vậy đã đầy đủ .,0,0,0,3
"thầy dạy hơi lan man , diễn đạt không tốt ạ .",0,1,0,0
thầy giảng rất dễ hiểu và dễ tiếp thu bài .,0,3,0,0
lớp wzjwz1 nên được học ở phòng máy tốt hơn chút xíu được không ạ .,1,0,0,0
đề nghị bỏ phần thi lý thuyết cuối kỳ .,0,0,0,1
"thầy wzjwz182 dạy rất hay , rất dễ hiểu .",0,3,0,0
"thầy dạy nhiệt tình , rất hài lòng .",0,3,0,0
có liên hệ thực tiễn và lấy ví dụ minh họa .,0,3,0,0
cần thêm tiết học thực hành .,0,0,0,1
chương trình giảng dạy tốt .,0,0,0,3
cần nâng cao chất lượng phòng máy .,1,0,0,0
em nghĩ thầy sẽ giúp chúng em học tốt hơn nếu có thêm nhiều bài tập .,0,1,0,0
tận tình quan tâm học sinh .,0,3,0,0
theo em thấy thầy nên dạy theo đúng chương trình .,0,1,0,0
kiến thức của giáo viên rất tốt !,0,0,0,3
cần giảng kỹ hơn cho sinh viên hiểu bài và có kết hợp với nhiều ví dụ minh họa thực tế .,0,1,0,0
"thực hành đa dạng , giúp sinh viên hiểu rõ vấn đề .",0,0,0,3
"môn học cần có chút thay đổi về kiểm tra , phần thực hành cần được quan tâm và cần được hỗ trợ hoặc học sau khi đã học được lý thuyết để có nền tảng và cơ sở để thầy cô hướng dẫn sinh viên tốt hơn .",0,0,0,1
"tận tình , vui tính colonlove .",0,3,0,0
học buổi sáng .,0,0,0,2
dạy rất hài lòng .,0,0,3,0
thầy rất nhiệt tình và cố gắng truyền đạt hết mức có thể .,0,3,0,0
cô dạy hay nhưng hơi nhanh .,0,2,0,0
"vui tính , gần gũi sinh viên , giảng khá hay .",0,3,0,0
tài liệu cho môn học còn hạn chế .,0,0,0,1
có mấy môn em học và làm mấy bài lab xong rồi cũng chả hiểu được cái gì cả .,0,1,0,0
cần nhiều tài liệu hơn nữa .,0,0,1,0
"thầy giảng dạy và hướng dẫn nhiệt tình , tận tâm nội dung thầy giảng không chỉ áp dụng cho học tập hiện tại mà còn cho tương lai công việc sau này .",0,3,0,0
"giảng viên thường dạy quá giờ ( khoảng 30 phút ) , ảnh hưởng đến tiết học tiếp theo của sinh viên .",0,1,0,0
nhiều bạn bị kéo điểm nặng nề .,0,0,0,1
"hoặc đưa ra những kỹ năng chuyên môn cần phải biết để làm việc trong ngành vì ngành công nghệ thông tin rất rộng ví dụ làm về mảng web thì cần biết php , html , cs , js hay làm về hệ thống nhúng thì cần c .",0,0,0,1
em không có ý kiến về vấn đề này .,0,0,2,0
lịch học trùng .,0,0,0,1
thầy dạy tốt và đảm bảo chất lượng .,0,3,0,0
em nghĩ môn này nên mở lớp thực hành để được hướng dẫn cài đặt các thuật toán .,0,0,0,1
chúc thầy nhiều sức khỏe .,0,3,0,0
thầy hướng dẫn tụi em rất tận tình .,0,3,0,0
để sinh viên bắt kịp với tốc độ phát triển của ngành .,0,0,0,1
slide đẹp .,0,0,0,3
dạy tận tình .,0,3,0,0
sử dụng kiến thức có tính thực tiễn cao hơn kiến thức có thể áp dụng vào trong thực tiễn .,0,0,0,1
"quá ô nhiễm tiếng ồn , mệt mỏi và chán học !",1,0,0,0
tài liệu giảng viên cung cấp đầy đủ .,0,0,0,3
thầy wzjwz269 không chỉ dạy em kiến thức chuyên môn mà còn cả tầm nhìn bên ngoài xã hội .,0,3,0,0
"lâu lâu thầy giảng cao siêu quá , tụi em chả hiểu gì .",0,1,0,0
"giáo viên luôn tạo điều kiện cho sinh viên luyện nói tiếng anh tại lớp , giải thích về bài học , ngữ pháp , từ mới vào đầu giờ .",0,3,0,0
"dạy dễ hiểu , tận tâm , nhiệt tình .",0,3,0,0
nội dung học quá ít .,0,0,0,1
"slide hình như được thực hiện bằng google translate , đọc không thể hiểu được là trong đó viết gì .",0,0,0,1
"cô giảng dạy tận tình , nhiệt huyết .",0,3,0,0
"thầy wzjwz27 cần giảng bài rõ ràng hơn , khi giảng cần nói to hoặc dùng micro để mọi người trong lớp cùng nghe cũng như chú ý đến bài giảng .",0,1,0,0
"giáo viên dạy hết sức nhiệt tình , tạo được động lực để học sinh học tập .",0,3,0,0
"sau các lần nộp bài tập và sửa bài nên cung cấp bài giải đúng , chuẩn xác để cải thiện việc học của sinh viên .",0,0,0,3
giảng viên cần có những nhấn mạnh trong bài học .,0,1,0,0
đủ những gì cần học không dài dòng .,0,0,0,3
ngoài ra còn rất rất nhiều mặt tốt mà không thể kể hết .,0,0,3,0
đó là sự nhiệt tình của giảng viên .,0,3,0,0
cô hỗ trợ sinh viên khá nhiều .,0,0,0,3
thầy cho nghỉ không báo trước .,0,1,0,0
"cách giảng dạy rất hay , hấp dẫn và dễ hiểu .",0,3,0,0
cô nhiệt tình và tâm huyết trong việc dạy học .,0,3,0,0
giảng viên cần phối hợp ăn ý với giảng viên lý thuyết hơn .,0,1,0,0
"giáo trình tiếng anh của thầy có nhiều chỗ khó hiểu , khó tiếp thu .",0,1,0,0
thầy cô dạy tốt .,0,3,0,0
cần tăng thời lượng thực hành vì đây là môn mà thực hành mang tính quan trọng đối với sinh viên .,0,0,0,1
"giáo viên ngoài việc dạy kiến thức chuyên ngành , còn chia sẻ những kinh nghiệm thực tế của giảng viên rất bổ ích .",0,3,0,0
"sự thân thiện , cởi mở và nhiệt tình .",0,0,3,0
nên ưu tiên về cơ sở vật chất cho chất lượng cao đúng như trường đã nói .,1,0,0,0
hướng dẫn cụ thể .,0,3,0,0
"giảng viên nhiệt tình , dễ hiểu .",0,3,0,0
tuy nhiên vẫn còn một vài chỗ hơi khó tiếp thu .,0,0,0,1
"thầy thân thiện , lắng nghe sinh viên .",0,3,0,0
"giảng viên nên thay đổi hình thức dạy , hiểu sinh viên hơn .",0,1,0,0
"thứ nhất , phần thực hành phần đồ án doubledot thường là phần cài đặt một chương trình trên máy dựa theo phần lý thuyết đã học được thường được công bố khá trễ , thường là vào khoảng một tháng cuối cùng của học kỳ , sau khi thi lý thuyết cuối kỳ xong .",0,0,0,1
"và cũng có rất nhiều lần , khi sinh viên nghỉ học các môn học vào thứ 7 để đi học môn này thì giảng viên lại tự ý nghỉ mà không thông báo .",0,1,0,0
"tận tâm , vui tính .",0,3,0,0
"thực sự thì giảng viên này không dạy lớp em , nên những đánh giá em chọn mặc định mức độ 3 .",0,0,2,0
thầy cung cấp tài liệu đầy đủ .,0,3,0,0
"đảm bảo giờ học , tiết học , nội dung .",0,0,0,3
"cô dạy rất hay và dễ hiểu , đặc biệt rất nhiệt tình trong giảng dạy và quan tâm tới sinh viên .",0,3,0,0
cần có thêm bài tập về ngữ pháp .,0,0,0,1
tự bỏ công sức để chuẩn bị các hoạt động trên lớp cũng như tự mình chi cho các hoạt động nhằm nâng cao khả năng học tiếng anh của sinh viên đặc biệt là những sinh viên trong nhóm extensive reading của cô .,0,3,0,0
"giảng viên nhiệt tình , truyền đạt nhiều kiến thức thực tế .",0,3,0,0
các ví dụ đều có liên hệ đến bài tập .,0,0,0,3
sắp xếp thời gian học không trùng với các môn học khác .,0,0,0,1
tận tình dễ hiểu .,0,3,0,0
môn học cần có thêm một số kiến thức hoặc các cách khác để giải quyết các bài toán khó .,0,0,0,1
do môn học không tính điểm thực hành và cũng không phải nộp bài tập nên theo ý kiến chủ quan của riêng em thì thực hành hình thứ 1 dường như chưa thật sự hợp lý .,0,0,0,1
có tương tác với học sinh .,0,2,0,0
thầy có hướng dẫn cho sinh viên tốt .,0,3,0,0
thầy wzjwz277 vui tính .,0,3,0,0
giảng viên đảm bảo thời gian lên lớp và khối lượng kiến thức trong mỗi buổi học .,0,3,0,0
"chia nhỏ bài tập về nhà để cộng điểm cho sinh viên , vừa giúp sinh viên làm và hiểu nhuần nhuyễn và tránh tình trạng rớt đồng loạt .",0,0,0,1
và cho bài tập và kiểm tra bài tập ở tuần dạy tiếp theo .,0,0,0,3
giảng viên nên xem lại cách cho bài tập về nhà .,0,1,0,0
"nên cải thiện cơ sở vật chất và thiết bị dạy học , phòng máy chiếu mờ khó theo dõi .",1,0,0,0
"giảng viên đánh giá đúng , công bằng kết quả học tập .",0,3,0,0
em thấy nên bỏ môn học này .,0,0,0,1
thầy không dạy gì khi đến lớp .,0,1,0,0
"nên thực hành nhiều hơn lý thuyết , đảm bảo chất lượng sinh viên sẽ tốt .",0,0,0,1
cô chủ đọng nhắc nhở các bạn học tập và ai có thắc mắc cô giải đáp hết .,0,3,0,0
có nhiều chỗ thầy nghĩ tụi em biết nên khi hỏi lại thầy thì thầy hơi cau mày .,0,0,0,1
giảng dạy quá nhanh .,0,1,0,0
giáo viên dạy nhiệt tình tâm huyết .,0,3,0,0
"thầy giảng dễ hiểu , tận tâm với học sinh .",0,3,0,0
"thầy vui tính và dạy rất nhiệt tình , rất quan tâm tới sinh viên đặc biệt là sinh viên nữ .",0,3,0,0
thầy rất tuyệt thầy dạy rất dễ hiểu .,0,3,0,0
dù biết là giảng viên muốn tốt cho tụi em nhưng giảng viên cứ tự đổi giờ lên lớp như thế thì em không đồng tình lắm ạ .,0,1,0,0
giáo trình không phù hợp với sinh viên .,0,0,0,1
"cô thân thiện , trẻ trung .",0,3,0,0
thầy hài hước vui vẻ .,0,3,0,0
tăng thời gian lên lớp .,0,0,0,1
cách giảng bài chi tiết vừa đủ và dễ hiểu .,0,3,0,0
"đồ án môn học mới lạ , hấp dẫn , mang tính thách thức và ứng dụng cao .",0,0,0,3
cần nhiều bài tập hơn .,0,1,0,0
không dạy thật sự .,0,1,0,0
"giáo viên trẻ , thân thiện , nhiệt tình .",0,3,0,0
giảng viên nhiệt tình hướng dẫn sinh viên .,0,3,0,0
nên hướng dẫn thêm nhiều tài liệu để sinh viên được chủ động hơn trong học tập .,0,1,0,0
thầy dạy rất chán .,0,1,0,0
silde cần làm bằng tiếng việt vì không phải trong lớp ai cũng giỏi tiếng anh để hiểu .,0,0,0,1
"môn học có nhiều kiến thức khó , giảng viên truyền đạt kiến thức chưa hoàn toàn hiệu quả .",0,1,0,0
"giảng nhanh , không kỹ .",0,1,0,0
"cơ sở vật chất không đảm bảo chất lượng , nhiều khi thầy đang nói mà micro bị hư .",1,0,0,0
"thầy nên sử dụng moodle và có cách thông báo rõ ràng , dễ cập nhật hơn .",0,1,0,0
tận tâm giảng dạy .,0,3,0,0
"nhưng thầy ơi , thầy giảng bài một mạch liền , khiến nhiều sinh viên rất buồn ngủ .",0,1,0,0
"giảng viên tận tâm , giúp sinh viên hoàn thiện kỹ năng bản thân .",0,3,0,0
"giảng viên giảng dạy nhiệt tình , truyền đạt tốt .",0,3,0,0
"thầy có dạy những kiến thức , kinh nghiệm có tính áp dụng lâu dài .",0,3,0,0
giảng viên hay đặt vấn đề để sinh viên suy nghĩ .,0,3,0,0
"thầy dạy tốt , dễ tiếp thu và có chất lượng tuyệt .",0,3,0,0
"hướng dẫn , giải đáp thắc mắc tận tình .",0,3,0,0
chất lượng mạng trong phòng máy mạnh nhưng chấy lượng máy kém .,1,0,0,0
"thầy dạy rất nhiệt huyết , tận tâm .",0,3,0,0
"thầy truyền đạt kiến thức hiệu quả , sử dụng thời gian học hợp lý và hiệu quả .",0,3,0,0
"tiếng anh lại không chuẩn mà cứ nói ngập ngừng suốt buổi , không thấy một câu tiếng việt ( ví dụ doubledot "" các em hiểu không ? "" ) .",0,1,0,0
sự nhiệt tình giải đáp mọi thắc mắc của sinh viên .,0,3,0,0
cám ơn thầy fraction cô đã đọc một bài dài thế này .,0,0,2,0
"cần có thêm lớp training cho các bạn yếu , mất căn bản .",0,0,0,1
"nhưng kiến thức quá nhiều , rộng , truyền tải trong một thời gian ngắn nên khó nắm bắt được hết .",0,1,0,0
thầy nên hạn chế cho chép .,0,1,0,0
phòng thí nghiệm môn này cần được nâng cấp và mở rộng .,1,0,0,0
thầy dạy hay và tốt .,0,3,0,0
bị áp lực .,0,0,1,0
"khả năng truyền đạt kiến thức cao , thường hay gọi lên bảng để kiểm tra năng lực sinh viên .",0,3,0,0
lên lớp đúng giờ .,0,3,0,0
lý thuyết quá nhiều không tập trung chủ yếu .,0,1,0,0
cần phải có liên hệ thực tiễn trong quá trình giảng dạy để tạo sự ham thích cho người học .,0,1,0,0
"cần đi sâu vào thực tế , khi dạy còn chung chung khó hiểu được .",0,0,0,1
hài lòng hoàn toàn .,0,0,3,0
cảm ơn .,0,0,2,0
"phòng lab còn chạy visual studio 2008 , không biết viết code kiểu gì lên đó nữa , đây cũng là cái ảnh hưởng tới kết quả thi thực hành của nhiều sinh viên quen sử dụng với chuẩn visual studio 2015 .",1,0,0,0
phòng học còn nóng .,1,0,0,0
"giảng viên nhiệt tình , vui vẻ , luôn giúp đỡ cho sinh viên hoàn thành tốt nhất bài báo cáo .",0,3,0,0
gây khó khăn khi tìm thông tin làm bài tập và nộp bài tập trên moodle .,0,0,0,1
nâng cấp máy tính .,2,0,0,0
thầy rất chú tâm .,0,3,0,0
nên bọn em khó có thể gặp được giảng viên .,0,1,0,0
"mặc dù môn này là em học lần hai nhưng kết quả đang tồi tệ hơn , không thể theo kịp .",0,0,0,1
"các hoạt động trong tiết học đa dạng , không gò bó , cứng nhắc gây nhàm chán mà giúp cho sinh viên cảm thấy thoải mái và sáng tạo trong học tập .",0,0,0,3
nhưng nhiều phần em không biết học rồi có áp dụng hay không .,0,0,0,1
thông báo những buổi seminar và báo cáo phải chính xác để dễ dàng cho cả sinh viên lẫn giáo viên .,0,0,0,1
"thầy hơi nghiêm khắc , nhưng dạy dễ hiểu .",0,3,0,0
"cho làm nhiều bài tập hữu ích , giảng cặn kẽ .",0,3,0,0
"tạo hứng thú trong học tập , đơn giản , hiệu quả .",0,3,0,0
hình thức thực hành 2 dường như không có tác dụng với sinh viên .,0,0,0,1
"giảng viên dạy nhiệt tình , vui tính , hài hước , dạy tốt , dễ nghe dễ hiểu .",0,3,0,0
tăng hiệu suất máy tính .,2,0,0,0
tốt nhất nên cho ví dụ tổng quan .,0,0,0,1
có nhiều hoạt động giúp sinh viên nâng cao kỹ năng .,0,3,0,0
"thân thiện , hòa đồng , giảng dạy có kỹ lưỡng .",0,3,0,0
thầy rất có tâm trong việc tạo áp lực giúp sinh viên học nhiều hơn và thực hành nhiều hơn .,0,3,0,0
"thầy chỉ nên sử dụng facebook làm kênh thông tin song hành , chứ không nên như hiện nay , có rất nhiều thông báo thầy chỉ thông báo trên facebook cá nhân , mà không hề thông báo trên website môn học .",0,1,0,0
"giờ giảng dạy của thầy đa số là thầy đọc , giọng nói thầy đều đều làm đa số mọi người rất buồn ngủ .",0,1,0,0
mặc dù môn này đã được nghe thầy nói được dạy lần đầu cho khóa 3 .,0,2,0,0
"thầy dạy không để ý xem sinh viên có nhận thức được hay không , chỉ dạy cho hết bài rôi về .",0,1,0,0
"là một môn học về kỹ năng , cu thể là kỹ năng mềm nên có nhiều hơn những bài học kết hợp các kỹ năng hỗ trợ khác khi học môn này như kỹ năng giao tiếp nguyên lý và kinh nghiệm thuyết trình , cách đọc tài liệu ngoại ngữ chuyên ngành , các tra cứu thông tin hiệu quả .",0,0,0,1
lắng nghe ý kiến của sinh viên trong quá trình học .,0,3,0,0
"giảng viên rất nhiệt tình giảng dạy , rất sẵn lòng giải đáp thắc mắc của sinh viên .",0,3,0,0
"cô vui vẻ , hay quan tâm sinh viên .",0,0,0,3
"thầy vui tính , cởi mở .",0,3,0,0
"bài tập quá khó hiểu , quá lan man , chỉ có một vài bài là hợp lý nhưng cũng khó làm .",0,0,0,1
môn học hay và hấp dẫn .,0,0,0,3
mong cô dạy thêm về ngữ pháp .,0,1,0,0
"kỳ sau em có học một môn của chị nữa đó , nhớ giúp em qua môn nha chị .",0,3,0,0
giảng viên nên nhiệt tình hơn !,0,1,0,0
nếu cho được điểm 11 thì em cũng cho luôn .,0,0,3,0
"ngoài kiến thức lý thuyết tụi em đã học , thầy còn cung cấp thêm cho chúng em thêm nhiều kiến thức mới nữa .",0,3,0,0
"thầy dạy tâm huyết , giỏi , truyền đạt được cảm hứng học tập và nghiên cứu cho sinh viên .",0,3,0,0
"lớp lý thuyết chủ yếu dạy về các công nghệ mới , những sáng tạo trong công nghệ trên thế giới cũng như trong lĩnh vực di động , rất ít kiến thức về lập trình để tôi có thể hiểu về lập trình trên thiết bị di động cũng như việc làm bài tập ở lớp thực hành và đồ án môn học .",0,0,0,1
giảng viên cần cung cấp cho học viên tài liệu lý thuyết rõ ràng .,0,3,0,0
"ngoài kiến thức anh văn được cải thiện hiệu quả , sinh viên còn học được rất nhiều kỹ năng mềm khác .",0,0,0,3
"giảng viên tích cực tiếp thu ý kiến sinh viên về kiến thức và cách giảng dạy , mong thầy thành công .",0,3,0,0
"thân thiện , tận tâm .",0,3,0,0
"giảng dạy dễ hiểu , giờ học vui .",0,3,0,0
tốn thời gian .,0,0,1,0
"có sự tương tác tốt , rèn được kỹ năng nghe , nói tiếng anh .",0,3,0,0
"thầy dạy hay , hướng dẫn cụ thể .",0,3,0,0
cô nên dạy nội dung khó hơn cho lớp sau .,0,1,0,0
"lúc đầu vào học thì chưa tập trung nội dung học , mất thời gian nhưng về sau đã tập trung việc học hơn .",0,0,0,1
"thầy rất nhiệt tình , hướng dẫn thực hành kỹ càng .",0,3,0,0
"lập trình hướng đối tượng nói riêng và tất cả các môn liên quan đến lập trình nói chung theo em nên được cập nhật tài liệu thường xuyên , đặc biệt là các phần mềm trong các phòng lab để tránh tình trạng các tài liệu và phần mềm hỗ trợ học tập lỗi thời và gây khó khăn cho việc giảng dạy và học tập .",1,0,0,0
"thầy nói nghe không rõ , truyền đạt khó hiểu , không tạo hứng thú cho sinh viên .",0,1,0,0
"giảng dạy tốt , đưa ra nhiều vấn đề cho sinh viên tham khảo .",0,3,0,0
cung cấp nhiều tài liệu tham khảo .,0,3,0,0
"giảng viên nhiệt tình , giảng dạy dễ hiểu , thu hút .",0,3,0,0
cô rất nhiệt tình với lớp .,0,3,0,0
"nên cho sinh viên làm nhiều bài tập , từ đơn giản đến phức tạp để hiểu hết môn học .",0,0,0,1
"cần trang bị máy nghe tốt hơn , có nhiều máy nghe đã xuống cấp .",1,0,0,0
"giáo viên giảng dạy rất nhiệt tình , bài giảng dễ hiểu .",0,3,0,0
không nêu thông tin rõ ràng thời gian báo cáo .,0,0,0,1
cô dung dậy nhiệt tình dễ hiểu .,0,3,0,0
"nhiệt tình , dễ hiểu .",0,3,0,0
"hiền , dễ thương , cười tươi .",0,3,0,0
"cô rất nhiệt tình , giảng cụ thể .",0,3,0,0
"dạy không nhiệt tình , tài liệu ít .",0,1,0,0
"thầy rất nhiệt tình , kiến thức uyên bác , chuyên sâu .",0,3,0,0
"giáo viên tận tình , dạy hay , dễ tiếp thu .",0,3,0,0
rất mong thầy sẽ tiếp tục giảng dạy các khoá sau .,0,3,0,0
"em cảm thấy trên lớp học cô chỉ chú trọng vô listening là chính mà bỏ qua các phần khác , grammar chỉ dạy được có một bài , không có hoạt động speaking .",0,0,0,1
cần trang bị phòng thực hành phù hợp với đặc thù môn học .,1,0,0,0
kiến thức học luôn được liên hệ với thực tế .,0,0,0,3
cải thiện trang thiết bị .,1,0,0,0
"giảng viên tận tâm , hướng dẫn cách sinh viên học tập một cách chủ động .",0,3,0,0
"sinh viền cần có tài liệu của các bài thực hành trước để nghiên cứu , việc lên thực hành mới được cung cấp tài liệu buổi thực hành chỉ mang lại điểm số , không giúp sinh viên có được kiến thức .",0,0,0,1
"do phòng học khá đông và máy chiếu không rõ , nên việc giảng viên sử dụng các đoạn code trong ide để minh họa gây khó khăn cho các sinh viên ngồi xa và hoặc mắt kém .",1,0,0,0
nghiêm túc trong quá trình giảng dạy .,0,3,0,0
"cô dạy rất nhiệt tình , tận tâm , và cách dạy rất dễ hiểu .",0,3,0,0
giáo viên giảng bài hay .,0,3,0,0
"thầy rất nhiệt tình , giảng chi tiết .",0,3,0,0
truyền đạt kiến thức rất tốt và tạo hứng thú cho học sinh .,0,3,0,0
bình thường với giảng viên .,0,0,2,0
"cô giảng tương đối dễ hiểu , có nhiều bài tập minh họa , áp dụng sau khi học lý thuyết .",0,3,0,0
cho rất nhiều ví dụ và bài tập mà thông qua đó làm sinh viên dễ tiếp thu bài .,0,3,0,0
"cải thiện máy chiếu , phòng thực hành .",1,0,0,0
giáo viên vui tính .,0,3,0,0
cần tăng số buổi thực hành lên vì quá ít .,0,0,0,1
cần đề cương môn học rõ ràng .,0,0,0,1
giảng viên nhiệt tình trong quá trình giảng dạy và hướng dẫn sinh viên .,0,3,0,0
dù đã xem trước bài khi lên lớp nhưng nó quá xa lạ đối với em .,0,0,1,0
"thầy rất nhiệt tình , giảng dễ hiểu , có rất nhiều trò chơi trong giờ học giúp sinh viên hiểu , củng cố lại bài và không bị nhàm chán ( ai là nghìn phú , rung chuông vàng , dot ) .",0,3,0,0
không có file hướng dẫn giải bài tập ( chỉ có hướng dẫn giải các bài cơ bản trên lớp ) .,0,1,0,0
nhiều lúc hỏi bài sợ thầy la .,0,1,0,0
"giải đáp các thắc mắc của sinh viên , hướng dẫn , theo dõi và giám sát sinh viên trong lúc thực hành .",0,0,0,3
"giảng dạy tận tâm , nhiệt tình .",0,3,0,0
nhà trường cần cài đặt các chương trình học mới nhất để sinh viên làm quen .,0,0,0,1
cách trình bày nội dung của môn học chưa cập nhật mới .,0,0,0,1
"dạy không lan man mà cần tập trung những vấn đề quan trọng , hệ thống kiến thức cho sinh viên nắm kỹ và làm bài tập nhuần nhuyễn hơn , cho bài tập nhưng cần phải sửa bài !",0,1,0,0
ít bài tập hay .,0,0,0,1
mong học kỳ sau sẽ sớm có phòng thí nghiệm cho môn này .,1,0,0,0
hi vọng cô có thể giảng dạy lý thuyết xen kẽ với bài tập trong mỗi buổi học để giúp sinh viên hiểu rõ vấn đề cần nắm hơn .,0,1,0,0
"giảng viên luôn bận họp , cả khóa học chỉ học được vài buổi .",0,1,0,0
"giảng viên vui vẻ , cởi mở , đặc biệt nhiệt tình khi sinh viên hỏi bài .",0,3,0,0
nên tăng thêm nhiều tiết thực hành 1 tuần .,0,0,0,1
"em nghĩ thầy nên vận động nhiều hơn , đứng trước bục giảng hoặc đi qua đi lại .",0,1,0,0
hết !,0,0,2,0
nhiệt tình giúp đỡ với sinh viên .,0,3,0,0
quá nhiều trò .,0,0,0,1
phòng thực hành quá xuống cấp .,1,0,0,0
"thầy dạy truyền đạt tư tưởng tốt , dễ hiểu .",0,3,0,0
dạy rất tốt về ubuntu .,0,3,0,0
giảng viên thường xuyên quan tâm tới sinh viên .,0,3,0,0
"thầy dạy nhiệt tình , cung cấp nhiều tài liệu hữu ích .",0,3,0,0
nội dung slide doubledot em thấy slide này làm tài liệu đọc ôn lại ( khi đã hiểu rồi ) thì phù hợp hơn tài liệu giảng .,0,0,0,1
giáo viên nhiệt tình thân thiện .,0,3,0,0
đồ án nên giới hạn chủ đề .,0,0,0,1
cần cải thiện cơ sở vật chất phù hợp với môn học anh văn hơn nữa .,1,0,0,0
kiểm tra liên tục bài tập về nhà nhiều hơn .,0,1,0,0
"sách cung cấp rất nhiều bài tập và kiến thức , nhưng do số tiết không đủ nên giáo viên đã bỏ qua nhiều phần , nhất là phần nói và viết .",0,0,0,1
"cô giảng bài dễ hiểu , nhiệt tình .",0,3,0,0
nên sửa đổi nội dung môn học hợp lý hơn .,0,0,0,1
cô giảng bài giọng rất nhỏ và khó nghe dù đã có micro .,0,1,0,0
"đề thi quá dài , rất nhiều phần xử lý giống nhau nhưng lại phân ra nhiều câu như vậy không có tính chất phân loại năng lực sinh viên , mà là một cuộc đua xem ai làm nhanh hơn .",0,0,0,1
không có gì để hài lòng .,0,0,1,0
"có những khoảng thời gian trống trong giờ học , làm kéo dài buổi học .",0,1,0,0
nội dung thi không đúng giảng dạy .,0,0,0,1
"đi kèm theo đó là khả năng truyền đạt cực kỳ tệ , giờ học khá chán .",0,1,0,0
"tuy nhiên , kiến thức về giải bài tập là chưa đủ để thi .",0,0,0,1
"vui tính , hòa đồng nhiệt tình , chỉ bảo tận tình .",0,3,0,0
giảng viên chưa nhiệt tình lắm .,0,1,0,0
thầy có cho bài tập .,0,2,0,0
em vinh dự được là học trò của thầy .,0,3,0,0
thêm giờ thực hành .,0,0,0,2
thầy căn chỉnh thời gian dạy không tốt .,0,1,0,0
cần thêm nhiều video demo hướng dẫn thực hành các quy trình thì chất lượng học môn này sẽ cao hơn .,0,0,0,1
bài giảng tạo cảm giác hứng thú và tiếp thu bài nhanh .,0,0,0,3
tăng hoạt động speaking .,0,0,0,1
nâng cao chất lượng cơ sở vật chất của trường .,1,0,0,0
"thầy dạy rất kỹ về kiên thức , rất tận tình trong công tác giảng dạy .",0,3,0,0
"thầy dạy kỹ và dễ hiểu , khuyến khích khả năng tự học của sinh viên , không khí lớp học vui vẻ .",0,3,0,0
dạy còn khó hiểu .,0,1,0,0
"nhiệt tình , cởi mở .",0,3,0,0
"dễ hiểu , rõ ràng .",0,3,0,0
"phòng máy quá yếu , không thực sự tốt vì máy tính còn yếu , cấu hình không được cao .",1,0,0,0
tài liệu phục vụ cho môn học chưa được nhà trường hỗ trợ .,0,0,0,1
"giảng hay , dễ hiểu , nhiệt huyết .",0,3,0,0
"phòng học cần sạch sẽ hơn , bàn ghế rất bụi , máy chiếu tất nhiên nói nhìn được thì vẫn nhìn được nhưng như thế là vẫn mờ , cần sáng hơn , cho các bạn ngồi phía dưới thấy nữa .",1,0,0,0
đảm bảo về mặt giờ giấc .,0,2,0,0
cách giảng dạy thấm thía vào học sinh .,0,3,0,0
tăng cường kỹ năng làm việc nhóm .,0,0,0,1
tăng cường buổi học .,0,0,0,1
truyền đạt dễ hiểu .,0,3,0,0
"slide giảng dạy rất chán , không cập nhật từ năm 2009 tới giờ vẫn sài .",0,0,0,1
em đề xuất nên bỏ một số phần giảng lại lý thuyết ra để có thời gian làm bài tập nhiều hơn .,0,0,0,1
"phòng thực hành thường xuyên không mở đúng giờ , hy vọng giáo viên mở cửa đúng giờ .",1,0,0,0
nói lan man .,0,1,0,0
"khi nghỉ học , thầy đã thông báo nghỉ , khoa cần cập nhập kịp thời thông tin nghỉ trên web khoa .",0,0,0,1
thời khóa biểu cách nộp bài vào những tuần nghỉ ôn thi giữa kỳ không hợp lý .,0,0,0,1
dạy không nhiệt tình .,0,1,0,0
điểm quá trình chưa đánh giá đúng .,0,0,1,0
khả năng truyền đạt của thầy không được tốt lắm .,0,1,0,0
50% giành cho kiến thức chi tiết một loại công nghệ dotnet doubledot có thể giống đồ án cuối kỳ hiện tại .,0,0,0,2
"cô dạy hay , học không nhất thiết phải trong sách vở .",0,3,0,0
cô cho thực hành rất nhiều .,0,3,0,0
"nhiệt tình , hòa đồng cùng sinh viên .",0,3,0,0
giáo viên đảm bảo giờ giấc .,0,3,0,0
"dạy cứng nhắc , không liên hệ thực tế nhiều .",0,1,0,0
giảng viên giảng dạy rất nhiệt tình .,0,3,0,0
có nguồn lý thuyết đầy đủ và có nhiều bài tập thực hành mẫu nên rất dễ học .,0,3,0,0
thầy dạy kỹ càng .,0,3,0,0
kiến thức này liệu có chắc là cơ bản và được cập nhật phù hợp với dân it hiện nay chưa .,0,0,0,1
"giảng viên tận tâm , giảng dạy có chất lượng .",0,3,0,0
giảng bài hơi khó hiểu .,0,1,0,0
"giảng viên dạy nhiệt tình , vui tính .",0,3,0,0
thầy trang bị cho chúng em những kiến thức khá hữu ích sau khi ra trường !,0,3,0,0
