comment,label
chả hiểu kiểu gì tầm giá này rồi mà máy còn không trang bị chống nước chống bụi,"[('DESIGN', 'Negative')]"
giá phù hợp sản phẩm nhỏ gọn máy mượt thiết kế đẹp máy chạy ứng dụng tốt bắt wifi tốt ios đọc báo rất mượt font chữ đẹp màu sắc tươi tắn pin xài lâu bảo hành ok,"[('SCREEN', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Positive'), ('SER&ACC', 'Positive')]"
sản phẩm tốt tải game nhẹ tải hơi lâu tí chụp ảnh đẹp pin tốt nhưng sao máy này 32 g mua về chỉ có 215 g thôi,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Negative'), ('STORAGE', 'Negative'), ('GENERAL', 'Positive')]"
con này loa thoại nhỏ loa nghe nhạc thì rè ae nào mua máy nên cân nhắc giá này mua vsmart xài ok hơn,"[('FEATURES', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative')]"
máy sử dụng đến ngày thứ 9 thì xuất hiện tình trạng negative máy màng hình không nhạy,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative')]"
máy ổn nhân viên phục vụ rất tốt cảm thấy rất hài lòng đợi hơi lâu chút nhưng mà bù lại chất lượng,"[('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
sản phẩm tốt pin khỏe ảnh đẹp rất phù hợp với giá tiền nhân viên dmx thị xã phú thọ nhiệt tình chu đáo,"[('SCREEN', 'Positive'), ('BATTERY', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
cảm ứng vân tay rất kém đăng nhập bằng vân tay rất khó khăn kết nối blutoth không được không nên mua,"[('FEATURES', 'Negative'), ('GENERAL', 'Negative')]"
dùng 10 ngày thì ok nhưng dán miếng dán kính vào thì cảm biến hoạt động kém mà bên mình không có miếng dán chống xước samsung không e 10 lite à,"[('GENERAL', 'Positive'), ('SER&ACC', 'Negative')]"
sáng nay vừa lấy xong nói chung điện thoại xài khá là okpin trâu sạc cũng nhanhso với điện thoại tầm giá là ổn rồi,"[('BATTERY', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
dùng được hơn 2 tháng rồi thấy quá tốt android 9 hoạt động bình thường tốt ưng chất camera tạo màu trung thức không bị ám màu xanh hoặc vàng như của opo samsung đặc biệt khả năng chụp đêm phơi sáng chống rung bằng tay không cần tripod gì hết quá đã pin dùng chừng 2 tuần thì ai học được các ứng dụng thường sử dụng để tối ưu càng ngày pin dùng càng lâu thấy rõ,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('GENERAL', 'Positive')]"
máy cực mạnh cực mượt pin cực lâu ổn định không lỗi vặt pin xài tẹt ga mà chưa hề chai nào,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive')]"
mik mua máy cx gần 5 tháng r máy mạnh chơi game ht bài nhưng chơi 1 game nào đó hơi 180 p nó sẽ tự ngắt 4 g của sạc nhanh mượt mà tất cả điều tốt mà cho mình hỏi máy có trống được nc không ạ,"[('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Neutral'), ('GENERAL', 'Positive')]"
anh em nên mua con vivo y19 giá rẻ mà màn hình ful hd pin trâu xài 2 ngày sóng 4 g mạnh wifi mạnh mình đang xài rất ngon,"[('SCREEN', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
tgd làm ăn cứng nhắc quá mua cái máy lổi pin về cảm giác khó chịu muốn đổi lại cái máy khác cao tiền hơn bù thêm tiền củng không được dù máy mới mua 1 tuần trong khi trước giờ toàn mua hàng của tgd nếu mà những hàng mình đã mua trước không cần bảo hành thì từ nay về sau mình chả bao giờ ghé nữa,"[('BATTERY', 'Negative'), ('SER&ACC', 'Negative')]"
sài siêu ngon pin dùng rất trâu thao tác lại rất êm và nhạy rất đáng bỏ tiền ra mua,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
mình mới mua máy lúc đầu thì tính mua dòng samsung a50 cơ nhưng bên tgd báo đã hết hàng bạn nv bên opo lúc đó mình không biết bạn ấy bên opo tư vấn các kiểu thì mình đã mềm lòng mua a9 này lời khuyên thật lòng đến các bạn là con a9 này độ phân giải màn hình không cao nhìn hơi khó chịu so với bên samsung hd chứ không được ful hd ảnh chụp cũng không được như bên s chỉ được mỗi cái pin có vẻ trâu khá thất vọng với bên tgd chỉ vì muốn bán được sản phẩm bên hãng mà tư vấn không đúng không thực cho khách,"[('SCREEN', 'Negative'), ('CAMERA', 'Negative'), ('FEATURES', 'Positive'), ('SER&ACC', 'Negative')]"
so với số tiền bỏ ra thì thật sự mình không thể hài lòng về sản phẩm camera không chuẩn máy bị lỗi pin tụt mau thỉnh thoảng còn bị đơ hiện tại mình dùng được khoảng 3 tháng mà mình thật sự không thể ưng ý,"[('SCREEN', 'Negative'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative')]"
nói thật mìn mới mua được 2 ngày sóng chập chờn lúc còn không vạch nào lúc có lúc ko,"[('FEATURES', 'Negative')]"
điện thoại xài tầm 10 ngày thì bị giật negative không vừa vô game thì bị văng ra và bỏ túi vải nhưng vẫn bị hàng nói chung là kém chất lượng,"[('PERFORMANCE', 'Negative'), ('DESIGN', 'Negative'), ('GENERAL', 'Negative')]"
chất lượng không tốt hao pin đứng máy sạc chậm không như quả ng cáo cần khắc phục nhiều,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
giá quá tốt so với chất lượng nhân viên tgd thì thân thiện nhiệt tình nhất là các bác dắt xe positive,"[('PRICE', 'Positive'), ('GENERAL', 'Neutral'), ('SER&ACC', 'Positive')]"
đến nay mình dùng là hơn 2 tháng rồi mua đúng hôm ra mắt 142 luôn máy chạy vẫn rất mượt sóng và wifi đều rất ổn chứ không yếu như mấy bạn bị mình không chơi mấy game kiểu liên quân pubg nhé nên không biết còn các game nhẹ khác chạy ngon lành up lên vos 30 rất mượt mà pin 2 3 ngày ms phải sạc 1 lần chụp ảnh thì ok trong tầm giá rồi chứ không đẹp lắm thật sự 1 sản phẩm việt rất tốt,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('SER&ACC', 'Positive')]"
sau một tuần sử dụng mình thấy ok bắt sóng khỏe pin tốt thỏa mái một ngáy camera sau rất tốt cam trước nếu đủ sáng thì đẹp thật màu chỉ chê phông chữ và tác vụ tối ưu chưa tốt không bằng samsung vân tay rất tốt nếu có thêm sạc nhanh và tai nghe thì tốt nhân viên tgd mỏ bạch nhiệt tình chu đáo xin cảm ơn các bạn,"[('CAMERA', 'Neutral'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
sản phẩm tốt chơi liên quân pin tụt lâu nhưng chơi pubg đồ họa mượt cực độ tụt 20 1 tiếng với lại cảm thấy pin tụt nhanh với hơi nóng máy,"[('BATTERY', 'Neutral'), ('PERFORMANCE', 'Neutral'), ('GENERAL', 'Positive')]"
nhân viên nhiệt tình hỗ trợ về điện thoại chụp bằng camera trước vàng khè luôn thua cả gì7 pro haiz hối hận vãi biết vậy vào đọc trước hả mua pin nói sạc nhanh nhưng sạc lâu,"[('CAMERA', 'Negative'), ('BATTERY', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Positive')]"
vô đọc file pdf hay ofice trên zalo hiện trì xem html xoay vòng vòng không mở được,"[('PERFORMANCE', 'Negative')]"
mình mua máy được hơn 1 tháng bị lỗi không nhận được sạc và tai nghe pin rất nhanh hết,"[('FEATURES', 'Negative'), ('BATTERY', 'Negative')]"
sài ngon hơn s luôn á mn nên mua vân tay nhanh nge nhạc ấm hàng vn tốt pin thì xài lâu,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
máy ok tuy không hỗ trợ sạc nhanh nhưng sao sạc nhanh quá nên hơi lo lắng,"[('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
điện thoại dùng tốt dùng được 6 tháng pin trâu máy ổn định quá ngon trong tầm giá,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
mình mới mua máy hôm qua thấy máy chậm camera không đẹp chơi nhưng game nhẹ cũng đơ máy,"[('CAMERA', 'Negative'), ('PERFORMANCE', 'Negative')]"
em mới mua điện thoại ngày hôm qua em cảm thấy pin tuột không phanh luôn ạ em sạc pin 100 đúng 8 tiếng không đụng đến xong e rút chui sạc ra đi đánh răng rửa mặt vào tụt 3 từ 12 h đến 2 h30 tụt còn 65,"[('BATTERY', 'Negative')]"
sản phẩm tốt so với mức giá độ bền phụ thuộc vào người dùng tôi không gặp lỗi pin lưu ảnh hay lỗi 4 g như các bạn khác đã nêu,"[('FEATURES', 'Neutral'), ('BATTERY', 'Neutral'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
trong phân khúc này có thể nói con này chụp hình xấu tệ pin lại cực kỳ thấp cứ xài được chút là phải sạc tiếp khuyên các bạn nên cân nhắc kỹ trước khi mua dòng này,"[('CAMERA', 'Negative'), ('BATTERY', 'Negative'), ('GENERAL', 'Negative')]"
xài được 2 tuần thấy mọi thứ điều okgame mượn bắt wf mạnh nói chug ở giá tiền này ok,"[('FEATURES', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
mua máy ngay khi vừa ra mua để tặng người yêu và kết quả mua phải máy rất tệ camera tự nhiên không quay video được một số ứng dụng của camera bị phế không sử dụng được,"[('CAMERA', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
máy đẹp giá tốt camera chụp đẹp thích nhất camera hỗ trợ mình rất nhiều thứ đanh giá tốt trong pk giá mua được km nên rất hài lòng,"[('CAMERA', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Positive')]"
hiện máy của mình hiện tại không nghe được loa trong phải bật loa ngoài mới đàm thoại được mong hướng dẫn sử lí,"[('FEATURES', 'Negative')]"
cam trước chụp cứ vàng vàng sao đâu á hình ảnh nhạt nhìn chán lắm thất vọng về cam,"[('CAMERA', 'Negative')]"
nói thật ai nghĩ mua chơi game thì nên dẹp dùng rất chán hối hận khi mua sam sung,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
sản phẩm quá tệ mới mua mà dùng pin nhanh hết cảm ứng bị đơ độ sáng màn hình đang dùng mà cứ tự nhiên về chạy về mức tối,"[('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('GENERAL', 'Negative')]"
đã sử dụng máy máy mượt cam hơi ảo tí nhưng mình thấy đáng mua trong tầm giá pin trâu cuc kì,"[('CAMERA', 'Neutral'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
hài lòng,"[('GENERAL', 'Positive')]"
mình mới mua hôm qua 3 g mà giật negative iphone 1 g thôi mà mượt chuyển mục này sang mục khác thì màn hình nó chuyển hơi chậm loa quá rè sạc pin quá nóng chỉ hài lòng cục pin trâu với vân tay,"[('FEATURES', 'Neutral'), ('BATTERY', 'Neutral'), ('PERFORMANCE', 'Negative')]"
mình dùng điện thoại này rồi xin đánh giá như sau dùng thì tạm ổn chất lượng camera chán âm thanh loa thì cũng chán chốt lại không nên mua giá tiền này ae nên dùng opo hoặc s,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
máy tốt mượt pin ổn loa lớn camera chụp đẹp có điều vân tay lâu lâu không hiện lên làm phải nhập bằng mật khẩu mới mở được máy chán quá,"[('CAMERA', 'Positive'), ('FEATURES', 'Neutral'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
em dùng chưa được1 tháng và có những đánh giá sau cái cam màu nó nhạt không đẹp như quả ng cáo lâu lâu lại đứng máy tức ghê nhất là chỉnh sửa ảnh trên mesenger ấy thường không phản hồi pin nó cũng không trâu nữa mọi người ơi khá là buồn vì giá tiền mình bỏ ra không xứng đáng bù lại thiết kế khá đẹp nên mới mua thương hiệu màn hình lớn và nhiều tính năng mới được tích hợp khá hay loa êm và lớn sạc nhanh,"[('SCREEN', 'Positive'), ('CAMERA', 'Negative'), ('FEATURES', 'Positive'), ('BATTERY', 'Neutral'), ('PERFORMANCE', 'Negative'), ('DESIGN', 'Positive'), ('PRICE', 'Negative'), ('SER&ACC', 'Positive')]"
xài tốt trải nghiệm tuyệt vời và pin trâu sạc cũng nhanh nữa sạc thường là được rồi không cần bật sạc nhanh để bền pin hơn vote tốt,"[('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
máy sử dụng rất tốt nha em sử dụng được hơn nữa năm rồi nè hình chụp bằng cam thường lun ý,"[('CAMERA', 'Neutral'), ('GENERAL', 'Positive')]"
tất cả đều ổn nhưng hiển thị quả ng cáo nhiều quá chưa được 1 tháng có đổi máy được ko,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
pin tụt hơi nhanh sony quả n lý pin vẫn là tốt nhất nhiều ứng dụng rác giao diện nặng nề quá không cho gỡ hay tắt ứng dụng xiaomi ung dung rác không,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative')]"
bắt sóng và wifi quá yếu còn lại thì tạm chấp nhận đuoc camera buổi sáng thì ok còn tối thì thua,"[('CAMERA', 'Neutral'), ('FEATURES', 'Negative'), ('GENERAL', 'Neutral')]"
giúp mình vì sao âm thanh khi mua về bình thường xài được hơn 1 tháng thì loa quá nhỏ không nghe được gì hết đã tăng âm lượng hết cỡ,"[('FEATURES', 'Negative')]"
sản phẩm tốt lăm nhà mọi người ủng hộ cho aple trong tương lai sẽ còn nhiều sản phẩm tốt hơn để trại nghiệm,"[('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
máy xài tuy tốt nhưng với mức giá thấp hơn có thể mua được máy có độ tốt tương tự,"[('PRICE', 'Negative'), ('GENERAL', 'Positive')]"
cái này không tải được mesges bgìo làm ntn để tải được mesges chứ không dùng hơi khó chịu,"[('PERFORMANCE', 'Negative')]"
mình đang xài cái thứ tư ba lần đầu là mua về xài nhưng bị lỗi sóng ảo nhưng mình vẫn thích redmi nên vẫn quyết định xài cái này hiện tại cảm thấy rất tốt có điều camera trước chưa đẹp lắm máy lỗi nên đồng ý đổi cái mới nhân viên vẫn tư vấn rất nhiệt tình luôn ủng hộ tgd,"[('SCREEN', 'Negative'), ('FEATURES', 'Negative'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mua được 1 năm rồi rất hài lòng với sản phẩm loa to pin trâu chống nước đúng như quả ng cáo chỉ có điều dùng lâu máy hơi nóng so với các máy khác,"[('FEATURES', 'Positive'), ('PERFORMANCE', 'Negative'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
màng hình 90 hz mượt pin đủ dùng nhược điểm gia công hơi kém khung viền cầm ọp ẹp giá còn cao,"[('SCREEN', 'Positive'), ('BATTERY', 'Neutral'), ('DESIGN', 'Negative'), ('PRICE', 'Negative')]"
mới mua 5 ngày có chút nhận xét sau cảm ứng không nhạy lắm quét vân tay kém hiệu quả chơi game không được mượt và nhất là pin chắc không tới 5 k chưa đúng lắm,"[('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative')]"
máy tốt chơi game ngon với giá tầm trung vậy là ngon nhất rồi pin trâu cho anh em cây game thỏi máy,"[('PERFORMANCE', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
cho hỏi xài 4 g sao bị rớt hoài vậy có cách nào khắc phục không ạ chứ đang chơi game mà bị rớt mạn hoài cảm thấy thất vọng quá,"[('FEATURES', 'Negative'), ('GENERAL', 'Negative')]"
pin khỏe camera tốt up hạn sử dụng liên tục cải thiện hiệu năng rất mượt mà đây là chiếc điện thoại rất tốt trong tầm giá này,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
sản phẩm dùng rất ok cấu hình cai màn hình lớn chụp ảnh đẹp pin lâu thời thượng,"[('SCREEN', 'Positive'), ('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
máy dùng chán lắm nóng bừng bừng mới mua 1 ngày dùng lúc nóng ran đổi máy khác được không nhỉ,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
mình dùng hơn 1 tháng mình cảm thấy redmi không 8 4 gb128gb pin 4000 mah ok camera chụp ảnh rất nét đẹp nhiều tính năng hỗ trợ quay phim chuẩn 4 k chụp đêm quay nhanh chậm tùy chỉnh làm video từ hình ảnh vv cấu hình lướt mượt mà hỗ trợ chế độ chơi game nữa chứ loa lớn bắt sóng wifi 3 g 4 g tốt ổn định màn hình đẹp ful hd 1080 p mic thu âm tốt hỗ trợ cổng hồng ngoại điều kiển tv máy lạnh vv hoạt động tốt thiết kế máy cầm thoải mái cầm không cấn tay mở khóa khuôn mặt nhanh mà rất nhạy nói chung là mức giá dưới 5 triệu vậy là quá ok,"[('SCREEN', 'Positive'), ('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
em mới mua e nó dùng tốt nhân viên tại điện máy xanh quy đạt tư vấn nhiệt tình thực sự pin rất trâu sạc bình thường hơi lâu nên mua pin sạc dự phòng ava sạc nhanh hơn nói chung là ngon ạ positive positive positive,"[('BATTERY', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mua máy ngày 293 về xài được 1 tuần thì bị rỗ hết màn hình máy sạc nóng cực kì ra tgd đổi lại máy khác về vẫn bị lỗi đây là lần đầu cx như lần cuối vác mặt đi mua vsmart,"[('BATTERY', 'Negative'), ('DESIGN', 'Negative'), ('SER&ACC', 'Negative')]"
đang thử cơ bản là ok đv nhu cầu của mình facebook zl youtube pin dùng thoải mái ngày thứ 2 mới cần sạc,"[('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
lúc đầu lên đọc đánh giá thấy lỗi nhiều quá nên cũng ớn lấy con redmi không e 9 s về mở lên thấy màn hình tối hù à xong ra lấy a71 luôn mà thấy xài ngon lắm pin ok màn đẹp cảm ứng mượt mà loa trong và ngoài đều ok nên mua nói chung đừng thấy đánh giá tiêu cực mà nản nha mn,"[('SCREEN', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
máy mua gần 2 tháng lỗi main chính gọi n c không nghe phải đi bảo hành thay main chính thế là phải chờ mấy ngày tbh đưa con máy về xài tạm chơi l q cơm bát la đứng như tượng ns chung đồ điện tử hên xui a cường tgd f6 cà mau rất d t và nhiệt tình chúc a lun vv trong c v,"[('PERFORMANCE', 'Negative'), ('DESIGN', 'Negative'), ('SER&ACC', 'Positive')]"
trời ơi những ai còn chê bai này nọ thì đúng là có voi đòi 2 bà trưng ai còn che bai này nọ thì xin hãy nhìn lại mức giá đi ạ giá là bao nhiêu chỉ hơn 2 tr mà có điện thoại mới cấu hình ổn pin trâu con chíp snapdragon 632 là quá tốt rồi nếu so với samsung cùng cấu hình và cùng chạy con chíp đó thì liệu có mức giá đó không mọi người mà lại là hàng việt nam nữa chứ mình rất rất ủng hộ vsmart,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Positive'), ('SER&ACC', 'Positive')]"
máy đẹp mới lấy hôm nay cầm chắc tay màu trắng nhé về sau đánh giá thêm,"[('DESIGN', 'Positive')]"
sản phẩm ok camera chụp vân tay ok anh chị nhân viên nhiệt tình xài thời gian mới biết được,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
pin cx trâu sạc nhanh mà 2 tiếng với đầy chơi game lưng liên quân bậy đồ họa cao vẫn mượt nói chung đáng đồng tiền,"[('BATTERY', 'Neutral'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Positive')]"
tuyệt vời máy đeo pin trâu nhưg mấy lâu lâu hơi negative vì gam 2 g nhưg với giá này thì ok,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
sản phâm tốt trong tầm giá nhân viên thì không thể chê vào đâu được nhân viên rất nhiệt tình sản phẩm đánh giá sau,"[('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
rất đẹp chơi rất mượt nhưng camera còn hơi mờ chơi pupg và lq rất ok rất xứng đáng với tầm giá cảm ơn tgd,"[('CAMERA', 'Negative'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Positive'), ('SER&ACC', 'Positive')]"
đã dùng 1 tuần máy dùng rất mượt mà ok không có gì phải chê quá tuyệt vời chụp ảnh căng det,"[('CAMERA', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
mọi thứ đều ok có điều cảm biến vân tay không được nhanh nhạy như các máy ip mong s sẽ fit sớm lỗi này,"[('FEATURES', 'Negative'), ('GENERAL', 'Positive')]"
bắt sóng wifi 4 g quá tệ cam trước mờ loa thoại hơi nhỏ lâu lâu vẫn bị đơ loa ngoài lúc to lúc nhỏ còn lại mọi thứ tạm ổn,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Neutral')]"
nói thật là mấy tháng sử dụng rồi không chê điểm nào cả quá tuyệt vời luôn anh em,"[('GENERAL', 'Positive')]"
nói chung là sản phẩm tốt trên phương diện chung còn về sạc thì mn ns nóng chứ theo mình không thấy nóng quá mà chỉ ấm thui còn về việc bắt wifi có thể không tốt nhưng mà gần đây tui đã cập nhật điện thoại lại thì thấy bắt tốt hơn 1 chút sản phẩm này hợp với những ai cần sạc nhanh thì là quá tốt rồi nên tui nghĩ nên mua thử về dùng chứ,"[('FEATURES', 'Neutral'), ('BATTERY', 'Neutral'), ('GENERAL', 'Positive')]"
điện thoại thiết kế đẹp mắt dùng hay chơi game rất mượt pin dùng 1 ngày mới hết lần sau có mua sẽ ủng hộ các bạn,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
mua được 1 tuần mà thất vọng quá sạc đầy 100 pin không xài để 4 h mở lên mất hơn 20 xài mau tuột pin nữa,"[('BATTERY', 'Negative'), ('GENERAL', 'Negative')]"
phần mềm của opo làm chán không chịu được đổi từ samsung sang opo thấy về dịch vụ và phần mềm chênh lệch nhau quá camera cũng ít options hơn bên samsung nữa thậm chí còn không có darkmode nữa chứ mong nhà phát triển sớm cập nhật chứ tình hình này kéo dài là tiêu luôn,"[('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('SER&ACC', 'Negative')]"
n phẩm rất tốt mình sẽ giới thiệu bạn bè và người thân mua nhân viên tư vấn nhiệt tình phục vụ tốt,"[('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
đã mua được khoảng 2 tháng xài rất tốt pin trâu chơi game mượt và không nóng như những lời đồn thời gian sạc đầy máy là khoảng 2 tiếng nói chung là rất ok và nhân viên rất nhiệt tình,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
cái gì cũng tạm chỉ có điều bắt wifi quá tệ cách 20 m còn có 1 cọc sóng wf trong khi điện thoại khác thì ful vạch,"[('FEATURES', 'Negative'), ('GENERAL', 'Neutral')]"
giao diện không đẹp lắm cần thêm nhiều tùy biến nữa camera thò thụt quá chậm chơi liên quân tạm ổn hơi bị giật khung hình khi chơi camrera đẹp tạm ổn ủng hộ hàng việt nam,"[('CAMERA', 'Positive'), ('PERFORMANCE', 'Negative'), ('DESIGN', 'Negative'), ('GENERAL', 'Neutral'), ('SER&ACC', 'Positive')]"
mua tặng mẹ mà máy negative chậm khó sử dụng chán chả buồn nói chắc phải đổi máy khác,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
con này chơi liên quân cũng ok lắm nhé pin dùng thoải mái gọi là trâu bò chơi liên quân ngang ngửa con gần 9 trieu,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral')]"
mọi thứ đều ổn màn hình đẹp game chiến tốt thiết kế điện thoại theo xu hướng đục lỗ camera này nọ tuy nhiên pin 5000 thì theo mình sử dụng không được trâu lắm,"[('SCREEN', 'Positive'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Neutral'), ('GENERAL', 'Positive')]"
máy tuột pin nhanh quá dù là 4000 h máy mượt xem youtobe hình ảnh không được nét nó mờ mờ,"[('SCREEN', 'Negative'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Positive')]"
chụp ảnh cứ bị ám vàng nghiêm trọng không biết làm s khắc phục được nhất là camera trước,"[('CAMERA', 'Negative')]"
điện thoại về cấu hình thì mạnh khỏi bàn chơi game liên quân max seting giật cũng khó còn về phần wifi thì tệ hại kém lắm,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Positive')]"
pin trâu chơi game không bị negative mượt camera sáng cảm biến vân tay nhạy quá tốt tốt,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive')]"
bqt cho mk hỏi là mk mua con xiaomi redmi không e 8 pro được 5 thánh và giờ mk muốn đổi các con máy này lấy con không e 9 s này liệu có được không và có giá bao nhiêu ạ mong bqt cho mk biết ạ liệu có đổi máy được không ạ,[]
mua 2 ngày về dùng pin tụt còn không bằng điện thoại cũ lên hỏi đổi thì đòi gửi đi 20 ngày mới có kết quả không làm gì vứt đấy pin từ 58 xuống 38 vẫn bình thường mua hàng thì dễ trả hàng thì khó quá mệt mỏi nên tìm nơi uy tín khác để mua hàng có khi còn đảm bảo hơn,"[('BATTERY', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
máy mới mua mà lỗi nhiều quá xài lúc đầu bình thường lúc sau lỗi màn hình có hiện tượng sọc nhảy màn hình rồi màn hình tự sáng trong khi không có thông báo hay cài cái gì khởi động lại máy reset lại máy vẫn v không thay đổi gì negative negative mạng thì chậm mạng xã hội chậm cực kì trong khi vào máy khác thì vô ào ào negative negative đưoc cái ngoại hình đẹp trước xài con xiaomi redmi 8 thấy con này mới ra đẹp nên đổi ai dè đổi xong hối hận quá hic buồn negative negative negative,"[('SCREEN', 'Negative'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative'), ('DESIGN', 'Positive'), ('GENERAL', 'Negative')]"
tạm được vì máy cũng thỉnh thoảnh bị giật lên hơi kém phải nâng cấp hơn về vân tay trong màn hình vẫn bắt hơi kém không được như mong đợi,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative')]"
